Variable_Name,Variable_ID,Table_ID,Table_Name,Type,Unit,Full_Name
L12: Semi-routine occupations,ni1500007,ni150,National Statistics Socio-economic Classification - 10 Categories,Count,Person,National Statistics Socio-economic Classification - 10 Categories: L12: Semi-routine occupations
L13: Routine occupations,ni1500008,ni150,National Statistics Socio-economic Classification - 10 Categories,Count,Person,National Statistics Socio-economic Classification - 10 Categories: L13: Routine occupations
"L14.1, L14.2: Never worked and long-term unemployed",ni1500009,ni150,National Statistics Socio-economic Classification - 10 Categories,Count,Person,"National Statistics Socio-economic Classification - 10 Categories: L14.1, L14.2: Never worked and long-term unemployed"
L15: Full-time students,ni1500010,ni150,National Statistics Socio-economic Classification - 10 Categories,Count,Person,National Statistics Socio-economic Classification - 10 Categories: L15: Full-time students
All PEOPLE,ni1510001,ni151,National Statistics Socio-economic Classification - 12 Categories,Count,Person,National Statistics Socio-economic Classification - 12 Categories: All PEOPLE
L1 and L2: Large employers and higher managerial and administrative occupations,ni1510002,ni151,National Statistics Socio-economic Classification - 12 Categories,Count,Person,National Statistics Socio-economic Classification - 12 Categories: L1 and L2: Large employers and higher managerial and administrative occupations
L3: Higher professional occupations,ni1510003,ni151,National Statistics Socio-economic Classification - 12 Categories,Count,Person,National Statistics Socio-economic Classification - 12 Categories: L3: Higher professional occupations
"L4, L5 and L6: Lower managerial, administrative and professional occupations",ni1510004,ni151,National Statistics Socio-economic Classification - 12 Categories,Count,Person,"National Statistics Socio-economic Classification - 12 Categories: L4, L5 and L6: Lower managerial, administrative and professional occupations"
L7: Intermediate occupations,ni1510005,ni151,National Statistics Socio-economic Classification - 12 Categories,Count,Person,National Statistics Socio-economic Classification - 12 Categories: L7: Intermediate occupations
L8 and L9: Small employers and own account workers,ni1510006,ni151,National Statistics Socio-economic Classification - 12 Categories,Count,Person,National Statistics Socio-economic Classification - 12 Categories: L8 and L9: Small employers and own account workers
L10 and L11: Lower supervisory and technical occupations,ni1510007,ni151,National Statistics Socio-economic Classification - 12 Categories,Count,Person,National Statistics Socio-economic Classification - 12 Categories: L10 and L11: Lower supervisory and technical occupations
L12: Semi-routine occupations,ni1510008,ni151,National Statistics Socio-economic Classification - 12 Categories,Count,Person,National Statistics Socio-economic Classification - 12 Categories: L12: Semi-routine occupations
L13: Routine occupations,ni1510009,ni151,National Statistics Socio-economic Classification - 12 Categories,Count,Person,National Statistics Socio-economic Classification - 12 Categories: L13: Routine occupations
L14.1: Never worked,ni1510010,ni151,National Statistics Socio-economic Classification - 12 Categories,Count,Person,National Statistics Socio-economic Classification - 12 Categories: L14.1: Never worked
L14.2: Long-term unemployed,ni1510011,ni151,National Statistics Socio-economic Classification - 12 Categories,Count,Person,National Statistics Socio-economic Classification - 12 Categories: L14.2: Long-term unemployed
L15: Full-time students,ni1510012,ni151,National Statistics Socio-economic Classification - 12 Categories,Count,Person,National Statistics Socio-economic Classification - 12 Categories: L15: Full-time students
All PEOPLE,ni1520001,ni152,Household: Rooms (Occupancy Rating) - 3 Categories,Count,Person,Household: Rooms (Occupancy Rating) - 3 Categories: All PEOPLE
Occupancy rating (rooms) of 0 or more,ni1520002,ni152,Household: Rooms (Occupancy Rating) - 3 Categories,Count,Person,Household: Rooms (Occupancy Rating) - 3 Categories: Occupancy rating (rooms) of 0 or more
Occupancy rating (rooms) of -1 or less,ni1520003,ni152,Household: Rooms (Occupancy Rating) - 3 Categories,Count,Person,Household: Rooms (Occupancy Rating) - 3 Categories: Occupancy rating (rooms) of -1 or less
All PEOPLE,ni1530001,ni153,Household: Rooms (Occupancy Rating) - 5 Categories,Count,Person,Household: Rooms (Occupancy Rating) - 5 Categories: All PEOPLE
Occupancy rating - Rooms: +2 or more,ni1530002,ni153,Household: Rooms (Occupancy Rating) - 5 Categories,Count,Person,Household: Rooms (Occupancy Rating) - 5 Categories: Occupancy rating - Rooms: +2 or more
Occupancy rating - Rooms: +1,ni1530003,ni153,Household: Rooms (Occupancy Rating) - 5 Categories,Count,Person,Household: Rooms (Occupancy Rating) - 5 Categories: Occupancy rating - Rooms: +1
Occupancy rating - Rooms: 0,ni1530004,ni153,Household: Rooms (Occupancy Rating) - 5 Categories,Count,Person,Household: Rooms (Occupancy Rating) - 5 Categories: Occupancy rating - Rooms: 0
Occupancy rating - Rooms: -1 or less,ni1530005,ni153,Household: Rooms (Occupancy Rating) - 5 Categories,Count,Person,Household: Rooms (Occupancy Rating) - 5 Categories: Occupancy rating - Rooms: -1 or less
All PEOPLE,ni1540001,ni154,Household: Rooms (Occupancy Rating),Count,Person,Household: Rooms (Occupancy Rating): All PEOPLE
Occupancy rating - Rooms: +2 or more,ni1540002,ni154,Household: Rooms (Occupancy Rating),Count,Person,Household: Rooms (Occupancy Rating): Occupancy rating - Rooms: +2 or more
Occupancy rating - Rooms: +1,ni1540003,ni154,Household: Rooms (Occupancy Rating),Count,Person,Household: Rooms (Occupancy Rating): Occupancy rating - Rooms: +1
Occupancy rating - Rooms: 0,ni1540004,ni154,Household: Rooms (Occupancy Rating),Count,Person,Household: Rooms (Occupancy Rating): Occupancy rating - Rooms: 0
Occupancy rating - Rooms: -1,ni1540005,ni154,Household: Rooms (Occupancy Rating),Count,Person,Household: Rooms (Occupancy Rating): Occupancy rating - Rooms: -1
Occupancy rating - Rooms: -2 or less,ni1540006,ni154,Household: Rooms (Occupancy Rating),Count,Person,Household: Rooms (Occupancy Rating): Occupancy rating - Rooms: -2 or less
All PEOPLE,ni1550001,ni155,Occupation (Current) - 10 Categories,Count,Person,Occupation (Current) - 10 Categories: All PEOPLE
"1 Managers, directors and senior officials",ni1550002,ni155,Occupation (Current) - 10 Categories,Count,Person,"Occupation (Current) - 10 Categories: 1 Managers, directors and senior officials"
2 Professional occupations,ni1550003,ni155,Occupation (Current) - 10 Categories,Count,Person,Occupation (Current) - 10 Categories: 2 Professional occupations
3 Associate professional and technical occupations,ni1550004,ni155,Occupation (Current) - 10 Categories,Count,Person,Occupation (Current) - 10 Categories: 3 Associate professional and technical occupations
4 Administrative and secretarial occupations,ni1550005,ni155,Occupation (Current) - 10 Categories,Count,Person,Occupation (Current) - 10 Categories: 4 Administrative and secretarial occupations
5 Skilled trades occupations,ni1550006,ni155,Occupation (Current) - 10 Categories,Count,Person,Occupation (Current) - 10 Categories: 5 Skilled trades occupations
"6 Caring, leisure and other service occupations",ni1550007,ni155,Occupation (Current) - 10 Categories,Count,Person,"Occupation (Current) - 10 Categories: 6 Caring, leisure and other service occupations"
7 Sales and customer service occupations,ni1550008,ni155,Occupation (Current) - 10 Categories,Count,Person,Occupation (Current) - 10 Categories: 7 Sales and customer service occupations
"8 Process, plant and machine operatives",ni1550009,ni155,Occupation (Current) - 10 Categories,Count,Person,"Occupation (Current) - 10 Categories: 8 Process, plant and machine operatives"
9 Elementary occupations,ni1550010,ni155,Occupation (Current) - 10 Categories,Count,Person,Occupation (Current) - 10 Categories: 9 Elementary occupations
All PEOPLE,ni1560001,ni156,Occupation (Current) - 27 Categories,Count,Person,Occupation (Current) - 27 Categories: All PEOPLE
11 Corporate managers and directors,ni1560002,ni156,Occupation (Current) - 27 Categories,Count,Person,Occupation (Current) - 27 Categories: 11 Corporate managers and directors
12 Other managers and proprietors,ni1560003,ni156,Occupation (Current) - 27 Categories,Count,Person,Occupation (Current) - 27 Categories: 12 Other managers and proprietors
"21 Science, research, engineering and technology professionals",ni1560004,ni156,Occupation (Current) - 27 Categories,Count,Person,"Occupation (Current) - 27 Categories: 21 Science, research, engineering and technology professionals"
22 Health professionals,ni1560005,ni156,Occupation (Current) - 27 Categories,Count,Person,Occupation (Current) - 27 Categories: 22 Health professionals
23 Teaching and other Educational professionals,ni1560006,ni156,Occupation (Current) - 27 Categories,Count,Person,Occupation (Current) - 27 Categories: 23 Teaching and other Educational professionals
"24 Business, media and public service professionals",ni1560007,ni156,Occupation (Current) - 27 Categories,Count,Person,"Occupation (Current) - 27 Categories: 24 Business, media and public service professionals"
"31 Science, engineering and technology associate professionals",ni1560008,ni156,Occupation (Current) - 27 Categories,Count,Person,"Occupation (Current) - 27 Categories: 31 Science, engineering and technology associate professionals"
32 Health and social care associate professionals,ni1560009,ni156,Occupation (Current) - 27 Categories,Count,Person,Occupation (Current) - 27 Categories: 32 Health and social care associate professionals
